,Title,Actor,Metascore
3572,Sex and the City,Kim Cattrall,53.0
3573,Sex and the City,Cynthia Nixon,53.0
3574,Sex and the City,Kristin Davis,53.0
3575,Rambo,Sylvester Stallone,46.0
3576,Rambo,Julie Benz,46.0
3577,Rambo,Matthew Marsden,46.0
3578,Rambo,Graham McTavish,46.0
3579,Planet Terror,Rose McGowan,55.0
3580,Planet Terror,Freddy Rodríguez,55.0
3581,Planet Terror,Josh Brolin,55.0
3582,Planet Terror,Marley Shelton,55.0
3583,Concussion,Will Smith,
3584,Concussion,Alec Baldwin,
3585,Concussion,Albert Brooks,
3586,Concussion,David Morse,
3587,The Fall,Lee Pace,64.0
3588,The Fall,Catinca Untaru,64.0
3589,The Fall,Justine Waddell,64.0
3590,The Fall,Kim Uylenbroek,64.0
3591,The Ugly Truth,Katherine Heigl,28.0
3592,The Ugly Truth,Gerard Butler,28.0
3593,The Ugly Truth,Bree Turner,28.0
3594,The Ugly Truth,Eric Winter,28.0
3595,Bride Wars,Kate Hudson,24.0
3596,Bride Wars,Anne Hathaway,24.0
3597,Bride Wars,Candice Bergen,24.0
3598,Bride Wars,Bryan Greenberg,24.0
3599,Sleeping with Other People,Jason Sudeikis,64.0
3600,Sleeping with Other People,Alison Brie,64.0
3601,Sleeping with Other People,Jordan Carlos,64.0
3602,Sleeping with Other People,Margarita Levieva,64.0
3603,Snakes on a Plane,Samuel L. Jackson,58.0
3604,Snakes on a Plane,Julianna Margulies,58.0
3605,Snakes on a Plane,Nathan Phillips,58.0
3606,Snakes on a Plane,Rachel Blanchard,58.0
3607,What If,Daniel Radcliffe,59.0
3608,What If,Zoe Kazan,59.0
3609,What If,Megan Park,59.0
3610,What If,Adam Driver,59.0
3611,How to Train Your Dragon 2,Jay Baruchel,76.0
3612,How to Train Your Dragon 2,Cate Blanchett,76.0
3613,How to Train Your Dragon 2,Gerard Butler,76.0
3614,How to Train Your Dragon 2,Craig Ferguson,76.0
3615,RoboCop,Joel Kinnaman,52.0
3616,RoboCop,Gary Oldman,52.0
3617,RoboCop,Michael Keaton,52.0
3618,RoboCop,Abbie Cornish,52.0
3619,In Dubious Battle,Nat Wolff,43.0
3620,In Dubious Battle,James Franco,43.0
3621,In Dubious Battle,Vincent D'Onofrio,43.0
3622,In Dubious Battle,Selena Gomez,43.0
3623,"Hello, My Name Is Doris",Sally Field,63.0
3624,"Hello, My Name Is Doris",Max Greenfield,63.0
3625,"Hello, My Name Is Doris",Tyne Daly,63.0
3626,"Hello, My Name Is Doris",Wendi McLendon-Covey,63.0
3627,Ocean's Thirteen,George Clooney,62.0
3628,Ocean's Thirteen,Brad Pitt,62.0
3629,Ocean's Thirteen,Matt Damon,62.0
3630,Ocean's Thirteen,Michael Mantell,62.0
3631,Slither,Nathan Fillion,69.0
3632,Slither,Elizabeth Banks,69.0
3633,Slither,Michael Rooker,69.0
3634,Slither,Don Thompson,69.0
3635,Contagion,Matt Damon,70.0
3636,Contagion,Kate Winslet,70.0
3637,Contagion,Jude Law,70.0
3638,Contagion,Gwyneth Paltrow,70.0
3639,Il racconto dei racconti - Tale of Tales,Salma Hayek,72.0
3640,Il racconto dei racconti - Tale of Tales,Vincent Cassel,72.0
3641,Il racconto dei racconti - Tale of Tales,Toby Jones,72.0
3642,Il racconto dei racconti - Tale of Tales,John C. Reilly,72.0
3643,I Am the Pretty Thing That Lives in the House,Ruth Wilson,68.0
3644,I Am the Pretty Thing That Lives in the House,Paula Prentiss,68.0
3645,I Am the Pretty Thing That Lives in the House,Lucy Boynton,68.0
3646,I Am the Pretty Thing That Lives in the House,Bob Balaban,68.0
3647,Bridge to Terabithia,Josh Hutcherson,74.0
3648,Bridge to Terabithia,AnnaSophia Robb,74.0
3649,Bridge to Terabithia,Zooey Deschanel,74.0
3650,Bridge to Terabithia,Robert Patrick,74.0
3651,Coherence,Emily Baldoni,65.0
3652,Coherence,Maury Sterling,65.0
3653,Coherence,Nicholas Brendon,65.0
3654,Coherence,Elizabeth Gracen,65.0
3655,Notorious,Jamal Woolard,60.0
3656,Notorious,Anthony Mackie,60.0
3657,Notorious,Derek Luke,60.0
3658,Notorious,Momo Dione,60.0
3659,Goksung,Jun Kunimura,81.0
3660,Goksung,Jung-min Hwang,81.0
3661,Goksung,Do-won Kwak,81.0
3662,Goksung,Woo-hee Chun,81.0
3663,The Expendables 2,Sylvester Stallone,51.0
3664,The Expendables 2,Liam Hemsworth,51.0
3665,The Expendables 2,Randy Couture,51.0
3666,The Expendables 2,Jean-Claude Van Damme,51.0
3667,The Girl Next Door,William Atherton,29.0
3668,The Girl Next Door,Blythe Auffarth,29.0
3669,The Girl Next Door,Blanche Baker,29.0
3670,The Girl Next Door,Kevin Chamberlin,29.0
3671,Perfume: The Story of a Murderer,Ben Whishaw,56.0
3672,Perfume: The Story of a Murderer,Dustin Hoffman,56.0
3673,Perfume: The Story of a Murderer,Alan Rickman,56.0
3674,Perfume: The Story of a Murderer,Francesc Albiol,56.0
3675,The Golden Compass,Nicole Kidman,51.0
3676,The Golden Compass,Daniel Craig,51.0
3677,The Golden Compass,Dakota Blue Richards,51.0
3678,The Golden Compass,Ben Walker,51.0
3679,Centurion,Michael Fassbender,62.0
3680,Centurion,Dominic West,62.0
3681,Centurion,Olga Kurylenko,62.0
3682,Centurion,Andreas Wisniewski,62.0
3683,Scouts Guide to the Zombie Apocalypse,Tye Sheridan,32.0
3684,Scouts Guide to the Zombie Apocalypse,Logan Miller,32.0
3685,Scouts Guide to the Zombie Apocalypse,Joey Morgan,32.0
3686,Scouts Guide to the Zombie Apocalypse,Sarah Dumont,32.0
3687,17 Again,Zac Efron,48.0
3688,17 Again,Matthew Perry,48.0
3689,17 Again,Leslie Mann,48.0
3690,17 Again,Thomas Lennon,48.0
3691,No Escape,Lake Bell,38.0
3692,No Escape,Pierce Brosnan,38.0
3693,No Escape,Owen Wilson,38.0
3694,No Escape,Chatchawai Kamonsakpitak,38.0
3695,Superman Returns,Brandon Routh,72.0
3696,Superman Returns,Kevin Spacey,72.0
3697,Superman Returns,Kate Bosworth,72.0
3698,Superman Returns,James Marsden,72.0
3699,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart,45.0
3700,The Twilight Saga: Breaking Dawn - Part 1,Robert Pattinson,45.0
3701,The Twilight Saga: Breaking Dawn - Part 1,Taylor Lautner,45.0
3702,The Twilight Saga: Breaking Dawn - Part 1,Gil Birmingham,45.0
3703,Precious,Gabourey Sidibe,79.0
3704,Precious,Mo'Nique,79.0
3705,Precious,Paula Patton,79.0
3706,Precious,Mariah Carey,79.0
3707,The Sea of Trees,Matthew McConaughey,23.0
3708,The Sea of Trees,Naomi Watts,23.0
3709,The Sea of Trees,Ken Watanabe,23.0
3710,The Sea of Trees,Ryoko Seta,23.0
3711,Good Kids,Zoey Deutch,86.0
3712,Good Kids,Nicholas Braun,86.0
3713,Good Kids,Mateo Arias,86.0
3714,Good Kids,Israel Broussard,86.0
3715,The Master,Philip Seymour Hoffman,
3716,The Master,Joaquin Phoenix,
3717,The Master,Amy Adams,
3718,The Master,Jesse Plemons,
3719,Footloose,Kenny Wormald,58.0
3720,Footloose,Julianne Hough,58.0
3721,Footloose,Dennis Quaid,58.0
3722,Footloose,Andie MacDowell,58.0
3723,If I Stay,Chloë Grace Moretz,46.0
3724,If I Stay,Mireille Enos,46.0
3725,If I Stay,Jamie Blackley,46.0
3726,If I Stay,Joshua Leonard,46.0
3727,The Ticket,Dan Stevens,52.0
3728,The Ticket,Malin Akerman,52.0
3729,The Ticket,Oliver Platt,52.0
3730,The Ticket,Kerry Bishé,52.0
3731,Detour,Tye Sheridan,46.0
3732,Detour,Emory Cohen,46.0
3733,Detour,Bel Powley,46.0
3734,Detour,Stephen Moyer,46.0
3735,The Love Witch,Samantha Robinson,82.0
3736,The Love Witch,Jeffrey Vincent Parise,82.0
3737,The Love Witch,Laura Waddell,82.0
3738,The Love Witch,Gian Keys,82.0
3739,Talladega Nights: The Ballad of Ricky Bobby,Will Ferrell,66.0
3740,Talladega Nights: The Ballad of Ricky Bobby,John C. Reilly,66.0
3741,Talladega Nights: The Ballad of Ricky Bobby,Sacha Baron Cohen,66.0
3742,Talladega Nights: The Ballad of Ricky Bobby,Gary Cole,66.0
3743,The Human Centipede (First Sequence),Dieter Laser,33.0
3744,The Human Centipede (First Sequence),Ashley C. Williams,33.0
3745,The Human Centipede (First Sequence),Ashlynn Yennie,33.0
3746,The Human Centipede (First Sequence),Akihiro Kitamura,33.0
3747,Super,Rainn Wilson,50.0
3748,Super,Ellen Page,50.0
3749,Super,Liv Tyler,50.0
3750,Super,Kevin Bacon,50.0
3751,The Siege of Jadotville,Jamie Dornan,83.0
3752,The Siege of Jadotville,Mark Strong,83.0
3753,The Siege of Jadotville,Jason O'Mara,83.0
3754,The Siege of Jadotville,Michael McElhatton,83.0
3755,Up in the Air,George Clooney,
3756,Up in the Air,Vera Farmiga,
3757,Up in the Air,Anna Kendrick,
3758,Up in the Air,Jason Bateman,
3759,The Midnight Meat Train,Vinnie Jones,58.0
3760,The Midnight Meat Train,Bradley Cooper,58.0
3761,The Midnight Meat Train,Leslie Bibb,58.0
3762,The Midnight Meat Train,Brooke Shields,58.0
3763,The Twilight Saga: Eclipse,Kristen Stewart,58.0
3764,The Twilight Saga: Eclipse,Robert Pattinson,58.0
3765,The Twilight Saga: Eclipse,Taylor Lautner,58.0
3766,The Twilight Saga: Eclipse,Xavier Samuel,58.0
3767,Transpecos,Johnny Simmons,73.0
3768,Transpecos,Gabriel Luna,73.0
3769,Transpecos,Clifton Collins Jr.,73.0
3770,Transpecos,David Acord,73.0
3771,What's Your Number?,Anna Faris,35.0
3772,What's Your Number?,Chris Evans,35.0
3773,What's Your Number?,Ari Graynor,35.0
3774,What's Your Number?,Blythe Danner,35.0
3775,Riddick,Vin Diesel,49.0
3776,Riddick,Karl Urban,49.0
3777,Riddick,Katee Sackhoff,49.0
3778,Riddick,Jordi Mollà,49.0
3779,Triangle,Melissa George,66.0
3780,Triangle,Joshua McIvor,66.0
3781,Triangle,Jack Taylor,66.0
3782,Triangle,Michael Dorman,66.0
3783,The Butler,Forest Whitaker,
3784,The Butler,Oprah Winfrey,
3785,The Butler,John Cusack,
3786,The Butler,Jane Fonda,
3787,King Cobra,Garrett Clayton,48.0
3788,King Cobra,Christian Slater,48.0
3789,King Cobra,Molly Ringwald,48.0
3790,King Cobra,James Kelley,48.0
3791,After Earth,Jaden Smith,33.0
3792,After Earth,David Denman,33.0
3793,After Earth,Will Smith,33.0
3794,After Earth,Sophie Okonedo,33.0
3795,Kicks,Jahking Guillory,69.0
3796,Kicks,Christopher Jordan Wallace,69.0
3797,Kicks,Christopher Meyer,69.0
3798,Kicks,Kofi Siriboe,69.0
3799,Me and Earl and the Dying Girl,Thomas Mann,74.0
3800,Me and Earl and the Dying Girl,RJ Cyler,74.0
3801,Me and Earl and the Dying Girl,Olivia Cooke,74.0
3802,Me and Earl and the Dying Girl,Nick Offerman,74.0
3803,The Descendants,George Clooney,84.0
3804,The Descendants,Shailene Woodley,84.0
3805,The Descendants,Amara Miller,84.0
3806,The Descendants,Nick Krause,84.0
3807,Sex and the City 2,Sarah Jessica Parker,27.0
3808,Sex and the City 2,Kim Cattrall,27.0
3809,Sex and the City 2,Kristin Davis,27.0
3810,Sex and the City 2,Cynthia Nixon,27.0
3811,The Kings of Summer,Nick Robinson,61.0
3812,The Kings of Summer,Gabriel Basso,61.0
3813,The Kings of Summer,Moises Arias,61.0
3814,The Kings of Summer,Nick Offerman,61.0
3815,Death Race,Jason Statham,43.0
3816,Death Race,Joan Allen,43.0
3817,Death Race,Tyrese Gibson,43.0
3818,Death Race,Ian McShane,43.0
3819,That Awkward Moment,Zac Efron,36.0
3820,That Awkward Moment,Michael B. Jordan,36.0
3821,That Awkward Moment,Miles Teller,36.0
3822,That Awkward Moment,Imogen Poots,36.0
3823,Legion,Paul Bettany,32.0
3824,Legion,Dennis Quaid,32.0
3825,Legion,Charles S. Dutton,32.0
3826,Legion,Lucas Black,32.0
3827,End of Watch,Jake Gyllenhaal,68.0
3828,End of Watch,Michael Peña,68.0
3829,End of Watch,Anna Kendrick,68.0
3830,End of Watch,America Ferrera,68.0
3831,3 Days to Kill,Kevin Costner,40.0
3832,3 Days to Kill,Hailee Steinfeld,40.0
3833,3 Days to Kill,Connie Nielsen,40.0
3834,3 Days to Kill,Amber Heard,40.0
3835,Lucky Number Slevin,Josh Hartnett,53.0
3836,Lucky Number Slevin,Ben Kingsley,53.0
3837,Lucky Number Slevin,Morgan Freeman,53.0
3838,Lucky Number Slevin,Lucy Liu,53.0
3839,Trance,James McAvoy,61.0
3840,Trance,Rosario Dawson,61.0
3841,Trance,Vincent Cassel,61.0
3842,Trance,Danny Sapani,61.0
3843,Into the Forest,Ellen Page,59.0
3844,Into the Forest,Evan Rachel Wood,59.0
3845,Into the Forest,Max Minghella,59.0
3846,Into the Forest,Callum Keith Rennie,59.0
3847,The Other Boleyn Girl,Natalie Portman,50.0
3848,The Other Boleyn Girl,Scarlett Johansson,50.0
3849,The Other Boleyn Girl,Eric Bana,50.0
3850,The Other Boleyn Girl,Jim Sturgess,50.0
3851,I Spit on Your Grave,Sarah Butler,27.0
3852,I Spit on Your Grave,Jeff Branson,27.0
3853,I Spit on Your Grave,Andrew Howard,27.0
3854,I Spit on Your Grave,Daniel Franzese,27.0
3855,Custody,Viola Davis,72.0
3856,Custody,Hayden Panettiere,72.0
3857,Custody,Catalina Sandino Moreno,72.0
3858,Custody,Ellen Burstyn,72.0
3859,Inland Empire,Laura Dern,
3860,Inland Empire,Jeremy Irons,
3861,Inland Empire,Justin Theroux,
3862,Inland Empire,Karolina Gruszka,
3863,L'odyssée,Lambert Wilson,70.0
3864,L'odyssée,Pierre Niney,70.0
3865,L'odyssée,Audrey Tautou,70.0
3866,L'odyssée,Laurent Lucas,70.0
3867,The Walk,Joseph Gordon-Levitt,
3868,The Walk,Charlotte Le Bon,
3869,The Walk,Guillaume Baillargeon,
3870,The Walk,Émilie Leclerc,
3871,Wrecker,Anna Hutchison,37.0
3872,Wrecker,Andrea Whitburn,37.0
3873,Wrecker,Jennifer Koenig,37.0
3874,Wrecker,Michael Dickson,37.0
3875,The Lone Ranger,Johnny Depp,
3876,The Lone Ranger,Armie Hammer,
3877,The Lone Ranger,William Fichtner,
3878,The Lone Ranger,Tom Wilkinson,
3879,Texas Chainsaw 3D,Alexandra Daddario,62.0
3880,Texas Chainsaw 3D,Tania Raymonde,62.0
3881,Texas Chainsaw 3D,Scott Eastwood,62.0
3882,Texas Chainsaw 3D,Trey Songz,62.0
3883,Disturbia,Shia LaBeouf,
3884,Disturbia,David Morse,
3885,Disturbia,Carrie-Anne Moss,
3886,Disturbia,Sarah Roemer,
3887,Rock of Ages,Julianne Hough,47.0
3888,Rock of Ages,Diego Boneta,47.0
3889,Rock of Ages,Tom Cruise,47.0
3890,Rock of Ages,Alec Baldwin,47.0
3891,Scream 4,Neve Campbell,52.0
3892,Scream 4,Courteney Cox,52.0
3893,Scream 4,David Arquette,52.0
3894,Scream 4,Lucy Hale,52.0
3895,Queen of Katwe,Madina Nalwanga,73.0
3896,Queen of Katwe,David Oyelowo,73.0
3897,Queen of Katwe,Lupita Nyong'o,73.0
3898,Queen of Katwe,Martin Kabanza,73.0
3899,My Big Fat Greek Wedding 2,Nia Vardalos,37.0
3900,My Big Fat Greek Wedding 2,John Corbett,37.0
3901,My Big Fat Greek Wedding 2,Michael Constantine,37.0
3902,My Big Fat Greek Wedding 2,Lainie Kazan,37.0
3903,Dark Places,Charlize Theron,39.0
3904,Dark Places,Nicholas Hoult,39.0
3905,Dark Places,Christina Hendricks,39.0
3906,Dark Places,Chloë Grace Moretz,39.0
3907,Amateur Night,Jason Biggs,38.0
3908,Amateur Night,Janet Montgomery,38.0
3909,Amateur Night,Ashley Tisdale,38.0
3910,Amateur Night,Bria L. Murphy,38.0
3911,It's Only the End of the World,Nathalie Baye,48.0
3912,It's Only the End of the World,Vincent Cassel,48.0
3913,It's Only the End of the World,Marion Cotillard,48.0
3914,It's Only the End of the World,Léa Seydoux,48.0
3915,The Skin I Live In,Antonio Banderas,70.0
3916,The Skin I Live In,Elena Anaya,70.0
3917,The Skin I Live In,Jan Cornet,70.0
3918,The Skin I Live In,Marisa Paredes,70.0
3919,Miracles from Heaven,Jennifer Garner,44.0
3920,Miracles from Heaven,Kylie Rogers,44.0
3921,Miracles from Heaven,Martin Henderson,44.0
3922,Miracles from Heaven,Brighton Sharbino,44.0
3923,Annie,Quvenzhané Wallis,33.0
3924,Annie,Cameron Diaz,33.0
3925,Annie,Jamie Foxx,33.0
3926,Annie,Rose Byrne,33.0
3927,Across the Universe,Evan Rachel Wood,56.0
3928,Across the Universe,Jim Sturgess,56.0
3929,Across the Universe,Joe Anderson,56.0
3930,Across the Universe,Dana Fuchs,56.0
3931,Let's Be Cops,Jake Johnson,30.0
3932,Let's Be Cops,Damon Wayans Jr.,30.0
3933,Let's Be Cops,Rob Riggle,30.0
3934,Let's Be Cops,Nina Dobrev,30.0
3935,Max,Thomas Haden Church,47.0
3936,Max,Josh Wiggins,47.0
3937,Max,Luke Kleintank,47.0
3938,Max,Lauren Graham,47.0
3939,Your Highness,Danny McBride,31.0
3940,Your Highness,Natalie Portman,31.0
3941,Your Highness,James Franco,31.0
3942,Your Highness,Rasmus Hardiker,31.0
3943,Final Destination 5,Nicholas D'Agosto,50.0
3944,Final Destination 5,Emma Bell,50.0
3945,Final Destination 5,Arlen Escarpeta,50.0
3946,Final Destination 5,Miles Fisher,50.0
3947,Endless Love,Gabriella Wilde,30.0
3948,Endless Love,Alex Pettyfer,30.0
3949,Endless Love,Bruce Greenwood,30.0
3950,Endless Love,Robert Patrick,30.0
3951,Martyrs,Morjana Alaoui,89.0
3952,Martyrs,Mylène Jampanoï,89.0
3953,Martyrs,Catherine Bégin,89.0
3954,Martyrs,Robert Toupin,89.0
3955,Selma,David Oyelowo,
3956,Selma,Carmen Ejogo,
3957,Selma,Tim Roth,
3958,Selma,Lorraine Toussaint,
3959,Underworld: Rise of the Lycans,Rhona Mitra,44.0
3960,Underworld: Rise of the Lycans,Michael Sheen,44.0
3961,Underworld: Rise of the Lycans,Bill Nighy,44.0
3962,Underworld: Rise of the Lycans,Steven Mackintosh,44.0
3963,Taare Zameen Par,Darsheel Safary,42.0
3964,Taare Zameen Par,Aamir Khan,42.0
3965,Taare Zameen Par,Tanay Chheda,42.0
3966,Taare Zameen Par,Sachet Engineer,42.0
3967,Take Me Home Tonight,Topher Grace,
3968,Take Me Home Tonight,Anna Faris,
3969,Take Me Home Tonight,Dan Fogler,
3970,Take Me Home Tonight,Teresa Palmer,
3971,Resident Evil: Afterlife,Milla Jovovich,37.0
3972,Resident Evil: Afterlife,Ali Larter,37.0
3973,Resident Evil: Afterlife,Wentworth Miller,37.0
3974,Resident Evil: Afterlife,Kim Coates,37.0
3975,Project X,Thomas Mann,48.0
3976,Project X,Oliver Cooper,48.0
3977,Project X,Jonathan Daniel Brown,48.0
3978,Project X,Dax Flame,48.0
3979,Secret in Their Eyes,Chiwetel Ejiofor,45.0
3980,Secret in Their Eyes,Nicole Kidman,45.0
3981,Secret in Their Eyes,Julia Roberts,45.0
3982,Secret in Their Eyes,Dean Norris,45.0
3983,Hostel: Part II,Lauren German,46.0
3984,Hostel: Part II,Heather Matarazzo,46.0
3985,Hostel: Part II,Bijou Phillips,46.0
3986,Hostel: Part II,Roger Bart,46.0
3987,Step Up 2: The Streets,Robert Hoffman,50.0
3988,Step Up 2: The Streets,Briana Evigan,50.0
3989,Step Up 2: The Streets,Cassie Ventura,50.0
3990,Step Up 2: The Streets,Adam G. Sevani,50.0
3991,Search Party,Adam Pally,22.0
3992,Search Party,T.J. Miller,22.0
3993,Search Party,Thomas Middleditch,22.0
3994,Search Party,Shannon Woodward,22.0
3995,Nine Lives,Kevin Spacey,11.0
3996,Nine Lives,Jennifer Garner,11.0
3997,Nine Lives,Robbie Amell,11.0
3998,Nine Lives,Cheryl Hines,11.0
